st_level,graph_id,name,weight,acronym,parent_structure_id,graph_order,sphinx_id,hemisphere_id,safe_name,color_hex_triplet,structure_id_path,failed,depth,neuro_name_structure_id_path,neuro_name_structure_id,structure_name_facet,failed_facet,id,ontology_id,atlas_id
,1,"Primary somatosensory area, mouth, layer 2/3",8690,SSp-m2/3,345,74,75,3,Primary somatosensory area mouth layer 2/3,188064,/997/8/567/688/695/315/453/322/345/657/,FALSE,9,,,3683406469,734881840,657,1,1072
,1,"Primary somatosensory area, mouth, layer 4",8690,SSp-m4,345,75,76,3,Primary somatosensory area mouth layer 4,188064,/997/8/567/688/695/315/453/322/345/950/,FALSE,9,,,3488099998,734881840,950,1,967
,1,"Primary somatosensory area, mouth, layer 5",8690,SSp-m5,345,76,77,3,Primary somatosensory area mouth layer 5,188064,/997/8/567/688/695/315/453/322/345/974/,FALSE,9,,,3102678536,734881840,974,1,970
,1,"Primary somatosensory area, mouth, layer 6a",8690,SSp-m6a,345,77,78,3,Primary somatosensory area mouth layer 6a,188064,/997/8/567/688/695/315/453/322/345/1102/,FALSE,9,,,3455683244,734881840,1102,1,986
,1,"Primary somatosensory area, mouth, layer 6b",8690,SSp-m6b,345,78,79,3,Primary somatosensory area mouth layer 6b,188064,/997/8/567/688/695/315/453/322/345/2/,FALSE,9,,,1425070870,734881840,2,1,990
,1,"Primary somatosensory area, upper limb",8690,SSp-ul,322,79,80,3,Primary somatosensory area upper limb,188064,/997/8/567/688/695/315/453/322/369/,FALSE,8,,,3184285306,734881840,369,1,753
,1,"Primary somatosensory area, upper limb, layer 1",8690,SSp-ul1,369,80,81,3,Primary somatosensory area upper limb layer 1,188064,/997/8/567/688/695/315/453/322/369/450/,FALSE,9,,,2333546951,734881840,450,1,1046
,1,"Primary somatosensory area, upper limb, layer 2/3",8690,SSp-ul2/3,369,81,82,3,Primary somatosensory area upper limb layer 2/3,188064,/997/8/567/688/695/315/453/322/369/854/,FALSE,9,,,243505027,734881840,854,1,955
,1,"Primary somatosensory area, upper limb, layer 4",8690,SSp-ul4,369,82,83,3,Primary somatosensory area upper limb layer 4,188064,/997/8/567/688/695/315/453/322/369/577/,FALSE,9,,,4219333960,734881840,577,1,1062
,1,"Primary somatosensory area, upper limb, layer 5",8690,SSp-ul5,369,83,84,3,Primary somatosensory area upper limb layer 5,188064,/997/8/567/688/695/315/453/322/369/625/,FALSE,9,,,2356862430,734881840,625,1,1068
,1,"Primary somatosensory area, upper limb, layer 6a",8690,SSp-ul6a,369,84,85,3,Primary somatosensory area upper limb layer 6a,188064,/997/8/567/688/695/315/453/322/369/945/,FALSE,9,,,2726127758,734881840,945,1,1108
,1,"Primary somatosensory area, upper limb, layer 6b",8690,SSp-ul6b,369,85,86,3,Primary somatosensory area upper limb layer 6b,188064,/997/8/567/688/695/315/453/322/369/1026/,FALSE,9,,,997472564,734881840,1026,1,1118
,1,"Primary somatosensory area, trunk",8690,SSp-tr,322,86,87,3,Primary somatosensory area trunk,188064,/997/8/567/688/695/315/453/322/361/,FALSE,8,,,2078745056,734881840,361,1,752
,1,"Primary somatosensory area, trunk, layer 1",8690,SSp-tr1,361,87,88,3,Primary somatosensory area trunk layer 1,188064,/997/8/567/688/695/315/453/322/361/1006/,FALSE,9,,,396802005,734881840,1006,1,974
,1,"Primary somatosensory area, trunk, layer 2/3",8690,SSp-tr2/3,361,88,89,3,Primary somatosensory area trunk layer 2/3,188064,/997/8/567/688/695/315/453/322/361/670/,FALSE,9,,,1192883470,734881840,670,1,649
,1,"Primary somatosensory area, trunk, layer 4",8690,SSp-tr4,361,89,90,3,Primary somatosensory area trunk layer 4,188064,/997/8/567/688/695/315/453/322/361/1086/,FALSE,9,,,1741439834,734881840,1086,1,984
,1,"Primary somatosensory area, trunk, layer 5",8690,SSp-tr5,361,90,91,3,Primary somatosensory area trunk layer 5,188064,/997/8/567/688/695/315/453/322/361/1111/,FALSE,9,,,281768908,734881840,1111,1,987
,1,"Primary somatosensory area, trunk, layer 6a",8690,SSp-tr6a,361,91,92,3,Primary somatosensory area trunk layer 6a,188064,/997/8/567/688/695/315/453/322/361/9/,FALSE,9,,,1364764776,734881840,9,1,991
,1,"Primary somatosensory area, trunk, layer 6b",8690,SSp-tr6b,361,92,93,3,Primary somatosensory area trunk layer 6b,188064,/997/8/567/688/695/315/453/322/361/461/,FALSE,9,,,3360815570,734881840,461,1,623
,1,"Primary somatosensory area, unassigned",8690,SSp-un,322,93,94,3,Primary somatosensory area unassigned,188064,/997/8/567/688/695/315/453/322/182305689/,FALSE,8,,,10092796,734881840,182305689,1,
,1,"Primary somatosensory area, unassigned, layer 1",8690,SSp-un1,182305689,94,95,3,Primary somatosensory area unassigned layer 1,188064,/997/8/567/688/695/315/453/322/182305689/182305693/,FALSE,9,,,1824943704,734881840,182305693,1,
,1,"Primary somatosensory area, unassigned, layer 2/3",8690,SSp-un2/3,182305689,95,96,3,Primary somatosensory area unassigned layer 2/3,188064,/997/8/567/688/695/315/453/322/182305689/182305697/,FALSE,9,,,909836824,734881840,182305697,1,
,1,"Primary somatosensory area, unassigned, layer 4",8690,SSp-un4,182305689,96,97,3,Primary somatosensory area unassigned layer 4,188064,/997/8/567/688/695/315/453/322/182305689/182305701/,FALSE,9,,,481073879,734881840,182305701,1,
,1,"Primary somatosensory area, unassigned, layer 5",8690,SSp-un5,182305689,97,98,3,Primary somatosensory area unassigned layer 5,188064,/997/8/567/688/695/315/453/322/182305689/182305705/,FALSE,9,,,1806412353,734881840,182305705,1,
,1,"Primary somatosensory area, unassigned, layer 6a",8690,SSp-un6a,182305689,98,99,3,Primary somatosensory area unassigned layer 6a,188064,/997/8/567/688/695/315/453/322/182305689/182305709/,FALSE,9,,,3257546540,734881840,182305709,1,
,1,"Primary somatosensory area, unassigned, layer 6b",8690,SSp-un6b,182305689,99,100,3,Primary somatosensory area unassigned layer 6b,188064,/997/8/567/688/695/315/453/322/182305689/182305713/,FALSE,9,,,1529046678,734881840,182305713,1,
,1,Supplemental somatosensory area,8690,SSs,453,100,101,3,Supplemental somatosensory area,188064,/997/8/567/688/695/315/453/378/,FALSE,7,,,713142416,734881840,378,1,754
,1,"Supplemental somatosensory area, layer 1",8690,SSs1,378,101,102,3,Supplemental somatosensory area layer 1,188064,/997/8/567/688/695/315/453/378/873/,FALSE,8,,,697782769,734881840,873,1,1099
,1,"Supplemental somatosensory area, layer 2/3",8690,SSs2/3,378,102,103,3,Supplemental somatosensory area layer 2/3,188064,/997/8/567/688/695/315/453/378/806/,FALSE,8,,,4288179668,734881840,806,1,949
,1,"Supplemental somatosensory area, layer 4",8690,SSs4,378,103,104,3,Supplemental somatosensory area layer 4,188064,/997/8/567/688/695/315/453/378/1035/,FALSE,8,,,1509795198,734881840,1035,1,1119
,1,"Supplemental somatosensory area, layer 5",8690,SSs5,378,104,105,3,Supplemental somatosensory area layer 5,188064,/997/8/567/688/695/315/453/378/1090/,FALSE,8,,,788174312,734881840,1090,1,1126
,1,"Supplemental somatosensory area, layer 6a",8690,SSs6a,378,105,106,3,Supplemental somatosensory area layer 6a,188064,/997/8/567/688/695/315/453/378/862/,FALSE,8,,,1835367775,734881840,862,1,956
,1,"Supplemental somatosensory area, layer 6b",8690,SSs6b,378,106,107,3,Supplemental somatosensory area layer 6b,188064,/997/8/567/688/695/315/453/378/893/,FALSE,8,,,4100730085,734881840,893,1,960
,1,Gustatory areas,8690,GU,315,107,108,3,Gustatory areas,009C75,/997/8/567/688/695/315/1057/,FALSE,6,,,722362724,734881840,1057,1,131
,1,"Gustatory areas, layer 1",8690,GU1,1057,108,109,3,Gustatory areas layer 1,009C75,/997/8/567/688/695/315/1057/36/,FALSE,7,,,2374290445,734881840,36,1,994
,1,"Gustatory areas, layer 2/3",8690,GU2/3,1057,109,110,3,Gustatory areas layer 2/3,009C75,/997/8/567/688/695/315/1057/180/,FALSE,7,,,3375335567,734881840,180,1,729
,1,"Gustatory areas, layer 4",8690,GU4,1057,110,111,3,Gustatory areas layer 4,009C75,/997/8/567/688/695/315/1057/148/,FALSE,7,,,4260247682,734881840,148,1,1008
,1,"Gustatory areas, layer 5",8690,GU5,1057,111,112,3,Gustatory areas layer 5,009C75,/997/8/567/688/695/315/1057/187/,FALSE,7,,,2330527764,734881840,187,1,1013
,1,"Gustatory areas, layer 6a",8690,GU6a,1057,112,113,3,Gustatory areas layer 6a,009C75,/997/8/567/688/695/315/1057/638/,FALSE,7,,,3653947637,734881840,638,1,645
,1,"Gustatory areas, layer 6b",8690,GU6b,1057,113,114,3,Gustatory areas layer 6b,009C75,/997/8/567/688/695/315/1057/662/,FALSE,7,,,1086554447,734881840,662,1,648
,1,Visceral area,8690,VISC,315,114,115,3,Visceral area,11AD83,/997/8/567/688/695/315/677/,FALSE,6,,,3549914160,734881840,677,1,367
,1,"Visceral area, layer 1",8690,VISC1,677,115,116,3,Visceral area layer 1,11AD83,/997/8/567/688/695/315/677/897/,FALSE,7,,,1291666049,734881840,897,1,1102
,1,"Visceral area, layer 2/3",8690,VISC2/3,677,116,117,3,Visceral area layer 2/3,11AD83,/997/8/567/688/695/315/677/1106/,FALSE,7,,,1410936982,734881840,1106,1,1128
,1,"Visceral area, layer 4",8690,VISC4,677,117,118,3,Visceral area layer 4,11AD83,/997/8/567/688/695/315/677/1010/,FALSE,7,,,1016575502,734881840,1010,1,1116
,1,"Visceral area, layer 5",8690,VISC5,677,118,119,3,Visceral area layer 5,11AD83,/997/8/567/688/695/315/677/1058/,FALSE,7,,,1267762840,734881840,1058,1,1122
,1,"Visceral area, layer 6a",8690,VISC6a,677,119,120,3,Visceral area layer 6a,11AD83,/997/8/567/688/695/315/677/857/,FALSE,7,,,1023764080,734881840,857,1,1097
,1,"Visceral area, layer 6b",8690,VISC6b,677,120,121,3,Visceral area layer 6b,11AD83,/997/8/567/688/695/315/677/849/,FALSE,7,,,2752264138,734881840,849,1,1096
,1,Auditory areas,8690,AUD,315,121,122,3,Auditory areas,19399,/997/8/567/688/695/315/247/,FALSE,6,,,3638065128,734881840,247,1,30
,1,Dorsal auditory area,8690,AUDd,247,122,123,3,Dorsal auditory area,19399,/997/8/567/688/695/315/247/1011/,FALSE,7,,,2633724239,734881840,1011,1,833
,1,"Dorsal auditory area, layer 1",8690,AUDd1,1011,123,124,3,Dorsal auditory area layer 1,19399,/997/8/567/688/695/315/247/1011/527/,FALSE,8,,,2852024941,734881840,527,1,631
,1,"Dorsal auditory area, layer 2/3",8690,AUDd2/3,1011,124,125,3,Dorsal auditory area layer 2/3,19399,/997/8/567/688/695/315/247/1011/600/,FALSE,8,,,2148227545,734881840,600,1,923
,1,"Dorsal auditory area, layer 4",8690,AUDd4,1011,125,126,3,Dorsal auditory area layer 4,19399,/997/8/567/688/695/315/247/1011/678/,FALSE,8,,,3650389730,734881840,678,1,650
,1,"Dorsal auditory area, layer 5",8690,AUDd5,1011,126,127,3,Dorsal auditory area layer 5,19399,/997/8/567/688/695/315/247/1011/252/,FALSE,8,,,2928916084,734881840,252,1,738
,1,"Dorsal auditory area, layer 6a",8690,AUDd6a,1011,127,128,3,Dorsal auditory area layer 6a,19399,/997/8/567/688/695/315/247/1011/156/,FALSE,8,,,2489109267,734881840,156,1,1009
,1,"Dorsal auditory area, layer 6b",8690,AUDd6b,1011,128,129,3,Dorsal auditory area layer 6b,19399,/997/8/567/688/695/315/247/1011/243/,FALSE,8,,,223713961,734881840,243,1,1020
,1,Laterolateral anterior visual area,8690,VISlla,1011,129,130,3,Laterolateral anterior visual area,19399,/997/8/567/688/695/315/247/1011/480149230/,FALSE,8,,,3171817402,734881840,480149230,1,
,1,"Laterolateral anterior visual area, layer 1",8690,VISlla1,480149230,130,131,3,Laterolateral anterior visual area layer 1,19399,/997/8/567/688/695/315/247/1011/480149230/480149234/,FALSE,9,,,1340972930,734881840,480149234,1,
,1,"Laterolateral anterior visual area, layer 2/3",8690,VISlla2/3,480149230,131,132,3,Laterolateral anterior visual area layer 2/3,19399,/997/8/567/688/695/315/247/1011/480149230/480149238/,FALSE,9,,,2270613036,734881840,480149238,1,
,1,"Laterolateral anterior visual area, layer 4",8690,VISlla4,480149230,132,133,3,Laterolateral anterior visual area layer 4,19399,/997/8/567/688/695/315/247/1011/480149230/480149242/,FALSE,9,,,1065839373,734881840,480149242,1,
,1,"Laterolateral anterior visual area,layer 5",8690,VISlla5,480149230,133,134,3,Laterolateral anterior visual arealayer 5,19399,/997/8/567/688/695/315/247/1011/480149230/480149246/,FALSE,9,,,3025467083,734881840,480149246,1,
,1,"Laterolateral anterior visual area, layer 6a",8690,VISlla6a,480149230,134,135,3,Laterolateral anterior visual area layer 6a,19399,/997/8/567/688/695/315/247/1011/480149230/480149250/,FALSE,9,,,2752456471,734881840,480149250,1,
